bits,i,size,MSH,S_MSH,MMP,S_MMP,PMP,S_PMP
10,10,10000000,362.7628,10850699380,800.0692,10850699380,1535.0654,10850699380
10,11,10000000,363.9993,10850699380,788.1415,10850699380,1530.2604,10850699380
10,12,10000000,355.9378,10850699380,795.8359,10850699380,1543.2364,10850699380
10,13,10000000,372.3005,10850699380,781.2967,10850699380,1540.5049,10850699380
10,14,10000000,359.8214,10850699380,792.3325,10850699380,1546.3915,10850699380
10,15,10000000,373.5138,10850699380,790.8547,10850699380,1535.6658,10850699380
10,16,10000000,361.6861,10850699380,788.6539,10850699380,1534.4635,10850699380
10,17,10000000,368.8217,10850699380,794.3249,10850699380,1559.1274,10850699380
10,18,10000000,370.2475,10850699380,793.4719,10850699380,1552.624,10850699380
10,19,10000000,370.8757,10850699380,794.3828,10850699380,1556.9872,10850699380
10,20,10000000,379.6911,10850699380,788.4877,10850699380,1543.5971,10850699380
10,21,10000000,380.4977,10850699380,796.179,10850699380,1541.6016,10850699380
10,22,10000000,371.2552,10850699380,789.454,10850699380,1535.9818,10850699380
10,23,10000000,359.3124,10850699380,790.5287,10850699380,1549.4432,10850699380
10,24,10000000,365.2464,10850699380,785.8347,10850699380,1548.8725,10850699380
10,25,10000000,376.9472,10850699380,799.827,10850699380,1541.6495,10850699380
10,26,10000000,370.4202,10850699380,793.7342,10850699380,1539.8528,10850699380
10,27,10000000,360.5809,10850699380,797.7595,10850699380,1528.0591,10850699380
10,28,10000000,356.8136,10850699380,785.5448,10850699380,1547.5256,10850699380
10,29,10000000,369.6268,10850699380,791.7907,10850699380,1541.0922,10850699380
10,30,10000000,360.2476,10850699380,794.1137,10850699380,1540.1375,10850699380
10,31,10000000,365.3421,10850699380,794.9217,10850699380,1538.3468,10850699380
10,32,10000000,362.1418,10850699380,790.9979,10850699380,1537.8922,10850699380
10,33,10000000,360.6794,10850699380,805.3321,10850699380,1541.6121,10850699380
10,34,10000000,371.8977,10850699380,786.8277,10850699380,1541.3802,10850699380
10,35,10000000,365.4868,10850699380,792.5103,10850699380,1529.8431,10850699380
10,36,10000000,364.3279,10850699380,791.6701,10850699380,1535.8764,10850699380
10,37,10000000,365.334,10850699380,787.9234,10850699380,1547.0128,10850699380
10,38,10000000,364.7433,10850699380,784.1671,10850699380,1551.5231,10850699380
10,39,10000000,375.2742,10850699380,793.2836,10850699380,1538.8741,10850699380
10,40,10000000,357.6014,10850699380,785.444,10850699380,1539.3247,10850699380
10,41,10000000,359.5454,10850699380,783.7733,10850699380,1550.7833,10850699380
10,42,10000000,378.8323,10850699380,800.7947,10850699380,1560.365,10850699380
10,43,10000000,378.9739,10850699380,789.0265,10850699380,1527.6844,10850699380
10,44,10000000,363.2172,10850699380,779.54,10850699380,1526.3266,10850699380
10,45,10000000,360.8438,10850699380,785.714,10850699380,1542.4362,10850699380
10,46,10000000,359.4124,10850699380,786.1299,10850699380,1531.8359,10850699380
10,47,10000000,352.2425,10850699380,780.1136,10850699380,1532.9804,10850699380
10,48,10000000,363.1984,10850699380,796.0338,10850699380,1541.1619,10850699380
10,49,10000000,373.2808,10850699380,792.5627,10850699380,1539.3735,10850699380
10,50,10000000,364.4908,10850699380,789.0432,10850699380,1538.1523,10850699380
10,51,10000000,358.1859,10850699380,802.5722,10850699380,1533.3351,10850699380
10,52,10000000,355.0135,10850699380,785.9756,10850699380,1536.1645,10850699380
10,53,10000000,370.8061,10850699380,796.9452,10850699380,1534.3707,10850699380
10,54,10000000,359.7971,10850699380,781.5162,10850699380,1533.4173,10850699380
10,55,10000000,360.9041,10850699380,787.8401,10850699380,1529.1579,10850699380
10,56,10000000,360.1567,10850699380,781.6433,10850699380,1533.8857,10850699380
10,57,10000000,356.3127,10850699380,779.4036,10850699380,1534.9575,10850699380
10,58,10000000,358.9921,10850699380,782.2631,10850699380,1526.4778,10850699380
10,59,10000000,363.0248,10850699380,782.2555,10850699380,1537.5304,10850699380
10,60,10000000,363.4345,10850699380,783.985,10850699380,1529.5682,10850699380
10,61,10000000,361.3571,10850699380,782.2673,10850699380,1528.4697,10850699380
10,62,10000000,355.3429,10850699380,782.0978,10850699380,1536.0549,10850699380
10,63,10000000,362.7533,10850699380,782.8673,10850699380,1532.104,10850699380
10,64,10000000,360.6839,10850699380,782.3193,10850699380,1534.0564,10850699380
10,65,10000000,360.4796,10850699380,795.4235,10850699380,1531.3575,10850699380
10,66,10000000,360.628,10850699380,784.1055,10850699380,1529.9877,10850699380
10,67,10000000,362.7443,10850699380,789.3498,10850699380,1541.7788,10850699380
10,68,10000000,360.1454,10850699380,795.9192,10850699380,1533.3199,10850699380
10,69,10000000,372.9345,10850699380,782.8489,10850699380,1526.2669,10850699380
10,70,10000000,360.0902,10850699380,781.9414,10850699380,1544.1325,10850699380
10,71,10000000,379.0708,10850699380,791.5548,10850699380,1538.923,10850699380
10,72,10000000,361.5204,10850699380,791.4256,10850699380,1532.3062,10850699380
10,73,10000000,364.8396,10850699380,782.625,10850699380,1538.3618,10850699380
10,74,10000000,376.0883,10850699380,806.0216,10850699380,1548.8025,10850699380
10,75,10000000,369.168,10850699380,785.7451,10850699380,1540.2996,10850699380
10,76,10000000,374.1719,10850699380,786.5688,10850699380,1547.3668,10850699380
10,77,10000000,367.7273,10850699380,778.6183,10850699380,1531.9093,10850699380
10,78,10000000,381.9063,10850699380,785.1596,10850699380,1525.5892,10850699380
10,79,10000000,369.6686,10850699380,794.8467,10850699380,1534.6423,10850699380
10,80,10000000,361.6243,10850699380,787.7755,10850699380,1534.8347,10850699380
10,81,10000000,374.4811,10850699380,791.7824,10850699380,1546.6236,10850699380
10,82,10000000,381.9251,10850699380,793.9367,10850699380,1532.4825,10850699380
10,83,10000000,358.5992,10850699380,776.6186,10850699380,1536.2928,10850699380
10,84,10000000,375.232,10850699380,797.5329,10850699380,1536.8792,10850699380
10,85,10000000,358.9101,10850699380,793.7103,10850699380,1542.7218,10850699380
10,86,10000000,368.4886,10850699380,789.6562,10850699380,1543.3636,10850699380
10,87,10000000,361.3829,10850699380,785.9396,10850699380,1533.7458,10850699380
10,88,10000000,371.6855,10850699380,796.8649,10850699380,1550.0811,10850699380
10,89,10000000,369.1955,10850699380,777.7643,10850699380,1543.3484,10850699380
10,90,10000000,362.0789,10850699380,787.6787,10850699380,1538.4764,10850699380
10,91,10000000,374.2101,10850699380,795.3998,10850699380,1533.5126,10850699380
10,92,10000000,368.0595,10850699380,789.8295,10850699380,1541.3946,10850699380
10,93,10000000,362.7252,10850699380,790.6634,10850699380,1539.2086,10850699380
10,94,10000000,360.2472,10850699380,795.7308,10850699380,1533.548,10850699380
10,95,10000000,379.4827,10850699380,789.0387,10850699380,1541.762,10850699380
10,96,10000000,376.9481,10850699380,797.636,10850699380,1534.8519,10850699380
10,97,10000000,358.625,10850699380,794.714,10850699380,1535.2435,10850699380
10,98,10000000,373.2095,10850699380,802.149,10850699380,1540.132,10850699380
10,99,10000000,371.7909,10850699380,791.0398,10850699380,1540.0333,10850699380
11,0,10000000,330.5375,5425352272,857.0545,5425352272,1559.7616,5425352272
11,1,10000000,329.1822,5425352272,859.3556,5425352272,1549.8739,5425352272
11,2,10000000,336.034,5425352272,861.815,5425352272,1558.4376,5425352272
11,3,10000000,336.3806,5425352272,865.5613,5425352272,1564.3818,5425352272
11,4,10000000,325.9836,5425352272,861.9928,5425352272,1559.5264,5425352272
11,5,10000000,342.9499,5425352272,857.2547,5425352272,1560.4922,5425352272
11,6,10000000,335.5591,5425352272,871.9456,5425352272,1556.9524,5425352272
11,7,10000000,343.6576,5425352272,877.2313,5425352272,1560.2555,5425352272
11,8,10000000,342.7923,5425352272,867.418,5425352272,1564.4196,5425352272
11,9,10000000,342.1403,5425352272,854.3069,5425352272,1559.032,5425352272
11,10,10000000,341.2083,5425352272,866.4261,5425352272,1555.7939,5425352272
11,11,10000000,368.9786,5425352272,847.1407,5425352272,1566.4147,5425352272
11,12,10000000,331.2144,5425352272,857.2393,5425352272,1562.58,5425352272
11,13,10000000,347.6344,5425352272,865.0835,5425352272,1556.3529,5425352272
11,14,10000000,337.1197,5425352272,861.7642,5425352272,1560.0583,5425352272
11,15,10000000,341.2846,5425352272,853.1683,5425352272,1559.4345,5425352272
11,16,10000000,332.4473,5425352272,862.1935,5425352272,1563.5471,5425352272
11,17,10000000,329.7925,5425352272,855.1255,5425352272,1562.0216,5425352272
11,18,10000000,342.2338,5425352272,871.3371,5425352272,1577.6291,5425352272
11,19,10000000,338.6982,5425352272,848.8317,5425352272,1572.1404,5425352272
11,20,10000000,334.7244,5425352272,851.6456,5425352272,1566.4066,5425352272
11,21,10000000,337.3547,5425352272,848.852,5425352272,1559.499,5425352272
11,22,10000000,330.6786,5425352272,862.9067,5425352272,1565.3401,5425352272
11,23,10000000,337.783,5425352272,853.8352,5425352272,1568.277,5425352272
11,24,10000000,328.5781,5425352272,858.6857,5425352272,1558.3685,5425352272
11,25,10000000,337.0896,5425352272,857.4765,5425352272,1560.0468,5425352272
11,26,10000000,333.6785,5425352272,852.6018,5425352272,1562.5771,5425352272
11,27,10000000,333.4694,5425352272,859.5796,5425352272,1552.0503,5425352272
11,28,10000000,341.7853,5425352272,859.3172,5425352272,1560.302,5425352272
11,29,10000000,340.4305,5425352272,859.7353,5425352272,1552.5963,5425352272
11,30,10000000,340.006,5425352272,866.3768,5425352272,1558.8051,5425352272
11,31,10000000,338.6028,5425352272,863.2801,5425352272,1557.274,5425352272
11,32,10000000,332.3325,5425352272,846.5787,5425352272,1566.4688,5425352272
11,33,10000000,341.3322,5425352272,856.5379,5425352272,1560.7976,5425352272
11,34,10000000,340.1029,5425352272,867.2979,5425352272,1564.4998,5425352272
11,35,10000000,337.5401,5425352272,858.2422,5425352272,1553.7571,5425352272
11,36,10000000,331.2763,5425352272,872.5807,5425352272,1556.4544,5425352272
11,37,10000000,342.1098,5425352272,851.4625,5425352272,1565.3188,5425352272
11,38,10000000,346.707,5425352272,861.1596,5425352272,1555.4827,5425352272
11,39,10000000,342.7727,5425352272,850.3062,5425352272,1570.5514,5425352272
11,40,10000000,336.407,5425352272,861.51,5425352272,1574.5367,5425352272
11,41,10000000,333.7151,5425352272,869.2602,5425352272,1571.5486,5425352272
11,42,10000000,329.8021,5425352272,862.2507,5425352272,1577.1013,5425352272
11,43,10000000,334.961,5425352272,854.0652,5425352272,1566.9234,5425352272
11,44,10000000,332.3721,5425352272,848.9878,5425352272,1564.3164,5425352272
11,45,10000000,332.3938,5425352272,854.9735,5425352272,1560.1615,5425352272
11,46,10000000,335.0224,5425352272,861.5589,5425352272,1568.6174,5425352272
11,47,10000000,333.6639,5425352272,864.9932,5425352272,1570.358,5425352272
11,48,10000000,326.7291,5425352272,855.1227,5425352272,1552.5704,5425352272
11,49,10000000,330.9393,5425352272,857.2771,5425352272,1560.1731,5425352272
11,50,10000000,329.9151,5425352272,854.6793,5425352272,1555.7109,5425352272
11,51,10000000,332.4524,5425352272,859.7091,5425352272,1559.8571,5425352272
11,52,10000000,333.7035,5425352272,848.8471,5425352272,1554.8127,5425352272
11,53,10000000,336.1101,5425352272,863.938,5425352272,1549.955,5425352272
11,54,10000000,341.432,5425352272,855.0128,5425352272,1555.3199,5425352272
11,55,10000000,342.3417,5425352272,865.0472,5425352272,1551.9183,5425352272
11,56,10000000,345.5673,5425352272,867.1379,5425352272,1553.0819,5425352272
11,57,10000000,334.6496,5425352272,853.0709,5425352272,1556.7308,5425352272
11,58,10000000,336.9497,5425352272,848.8719,5425352272,1551.6355,5425352272
11,59,10000000,339.5603,5425352272,852.3843,5425352272,1554.4458,5425352272
11,60,10000000,339.3662,5425352272,851.0572,5425352272,1554.0067,5425352272
11,61,10000000,336.4648,5425352272,872.4342,5425352272,1563.961,5425352272
11,62,10000000,333.1076,5425352272,867.0373,5425352272,1556.427,5425352272
11,63,10000000,340.2018,5425352272,854.2894,5425352272,1546.3875,5425352272
11,64,10000000,328.7467,5425352272,847.4675,5425352272,1563.9919,5425352272
11,65,10000000,332.4962,5425352272,848.3765,5425352272,1543.5557,5425352272
11,66,10000000,324.678,5425352272,845.975,5425352272,1557.9713,5425352272
11,67,10000000,331.3369,5425352272,850.7069,5425352272,1547.3359,5425352272
11,68,10000000,339.5155,5425352272,860.4981,5425352272,1555.4155,5425352272
11,69,10000000,332.5793,5425352272,856.8993,5425352272,1546.3609,5425352272
11,70,10000000,329.8807,5425352272,851.8705,5425352272,1570.9519,5425352272
11,71,10000000,345.9989,5425352272,853.1706,5425352272,1547.0824,5425352272
11,72,10000000,336.2058,5425352272,857.4436,5425352272,1545.4666,5425352272
11,73,10000000,337.6541,5425352272,852.2115,5425352272,1548.4762,5425352272
11,74,10000000,329.6204,5425352272,857.953,5425352272,1555.0039,5425352272
11,75,10000000,342.9476,5425352272,862.9008,5425352272,1548.1685,5425352272
11,76,10000000,339.549,5425352272,864.4101,5425352272,1564.6742,5425352272
11,77,10000000,328.2363,5425352272,868.8638,5425352272,1562.209,5425352272
11,78,10000000,336.3418,5425352272,854.4006,5425352272,1569.5419,5425352272
11,79,10000000,343.405,5425352272,861.5355,5425352272,1566.6947,5425352272
11,80,10000000,340.0823,5425352272,864.5029,5425352272,1561.7227,5425352272
11,81,10000000,336.2617,5425352272,866.8504,5425352272,1564.0691,5425352272
11,82,10000000,327.5265,5425352272,859.5322,5425352272,1563.5187,5425352272
11,83,10000000,334.2918,5425352272,865.9421,5425352272,1560.2677,5425352272
11,84,10000000,335.6392,5425352272,857.5591,5425352272,1560.4527,5425352272
11,85,10000000,332.3397,5425352272,861.5784,5425352272,1560.6128,5425352272
11,86,10000000,333.8345,5425352272,861.6447,5425352272,1561.1289,5425352272
11,87,10000000,330.9116,5425352272,856.8398,5425352272,1559.1968,5425352272
11,88,10000000,335.4032,5425352272,859.9734,5425352272,1563.6683,5425352272
11,89,10000000,328.3372,5425352272,861.9504,5425352272,1563.0961,5425352272
11,90,10000000,336.0107,5425352272,875.441,5425352272,1556.8919,5425352272
11,91,10000000,331.1675,5425352272,860.5179,5425352272,1556.4668,5425352272
11,92,10000000,340.7191,5425352272,863.6611,5425352272,1562.7517,5425352272
11,93,10000000,334.3871,5425352272,856.4242,5425352272,1560.8968,5425352272
11,94,10000000,330.0484,5425352272,868.4957,5425352272,1563.5793,5425352272
11,95,10000000,337.6283,5425352272,847.5878,5425352272,1563.8267,5425352272
11,96,10000000,331.9736,5425352272,870.7859,5425352272,1560.6005,5425352272
11,97,10000000,335.3835,5425352272,864.205,5425352272,1563.5116,5425352272
11,98,10000000,349.6558,5425352272,859.5744,5425352272,1562.4985,5425352272
11,99,10000000,337.7983,5425352272,861.9262,5425352272,1562.8887,5425352272
12,0,10000000,374.207,2712676968,943.7976,2712676968,1572.1925,2712676968
12,1,10000000,380.0591,2712676968,938.6734,2712676968,1562.4451,2712676968
12,2,10000000,365.0021,2712676968,931.4995,2712676968,1560.024,2712676968
12,3,10000000,358.7676,2712676968,938.8999,2712676968,1559.9832,2712676968
12,4,10000000,361.6324,2712676968,930.5521,2712676968,1566.5877,2712676968
12,5,10000000,372.2791,2712676968,930.5099,2712676968,1567.2048,2712676968
12,6,10000000,373.5304,2712676968,946.0814,2712676968,1573.2055,2712676968
12,7,10000000,373.4005,2712676968,947.2083,2712676968,1572.5069,2712676968
12,8,10000000,380.1537,2712676968,942.8725,2712676968,1566.2495,2712676968
12,9,10000000,366.4781,2712676968,949.0083,2712676968,1568.5562,2712676968
12,10,10000000,371.9262,2712676968,933.109,2712676968,1561.3138,2712676968
12,11,10000000,361.5466,2712676968,937.2964,2712676968,1564.332,2712676968
12,12,10000000,351.8965,2712676968,942.7584,2712676968,1564.8038,2712676968
12,13,10000000,368.3298,2712676968,943.7204,2712676968,1572.9768,2712676968
12,14,10000000,369.2804,2712676968,933.7552,2712676968,1566.9687,2712676968
12,15,10000000,357.2303,2712676968,936.3208,2712676968,1562.2029,2712676968
12,16,10000000,364.2586,2712676968,936.7646,2712676968,1565.9574,2712676968
12,17,10000000,378.0167,2712676968,942.8287,2712676968,1562.0281,2712676968
12,18,10000000,367.1662,2712676968,938.8154,2712676968,1568.2471,2712676968
12,19,10000000,398.773,2712676968,945.2545,2712676968,1576.0469,2712676968
12,20,10000000,359.7189,2712676968,935.5461,2712676968,1561.939,2712676968
12,21,10000000,364.5984,2712676968,931.7565,2712676968,1572.6614,2712676968
12,22,10000000,364.3949,2712676968,938.9516,2712676968,1575.599,2712676968
12,23,10000000,366.1672,2712676968,940.5527,2712676968,1571.0909,2712676968
12,24,10000000,368.3947,2712676968,936.398,2712676968,1566.6036,2712676968
12,25,10000000,370.4328,2712676968,944.0555,2712676968,1566.9028,2712676968
12,26,10000000,363.117,2712676968,938.2078,2712676968,1569.4575,2712676968
12,27,10000000,363.5366,2712676968,936.3708,2712676968,1567.2803,2712676968
12,28,10000000,364.4351,2712676968,941.6586,2712676968,1572.083,2712676968
12,29,10000000,361.7679,2712676968,943.958,2712676968,1567.1387,2712676968
12,30,10000000,362.4955,2712676968,945.4331,2712676968,1574.3649,2712676968
12,31,10000000,367.2236,2712676968,933.5199,2712676968,1578.8219,2712676968
12,32,10000000,362.7452,2712676968,939.3303,2712676968,1573.3127,2712676968
12,33,10000000,372.8084,2712676968,948.0881,2712676968,1576.7857,2712676968
12,34,10000000,364.547,2712676968,937.737,2712676968,1566.6212,2712676968
12,35,10000000,364.132,2712676968,937.4744,2712676968,1576.6235,2712676968
12,36,10000000,359.3807,2712676968,938.8252,2712676968,1573.6886,2712676968
12,37,10000000,364.1838,2712676968,926.7185,2712676968,1563.906,2712676968
12,38,10000000,367.858,2712676968,931.9583,2712676968,1563.7048,2712676968
12,39,10000000,368.1446,2712676968,934.6767,2712676968,1565.6859,2712676968
12,40,10000000,364.3324,2712676968,933.2334,2712676968,1575.9399,2712676968
12,41,10000000,368.0142,2712676968,956.7264,2712676968,1568.8138,2712676968
12,42,10000000,378.7744,2712676968,943.816,2712676968,1564.2551,2712676968
12,43,10000000,366.069,2712676968,930.0507,2712676968,1569.6715,2712676968
12,44,10000000,367.5996,2712676968,928.7962,2712676968,1573.7044,2712676968
12,45,10000000,363.1519,2712676968,933.015,2712676968,1568.2493,2712676968
12,46,10000000,375.3188,2712676968,931.7199,2712676968,1564.5638,2712676968
12,47,10000000,365.1806,2712676968,945.4679,2712676968,1569.6426,2712676968
12,48,10000000,366.5779,2712676968,941.1372,2712676968,1572.5408,2712676968
12,49,10000000,369.2758,2712676968,935.8264,2712676968,1554.7272,2712676968
12,50,10000000,355.3458,2712676968,931.399,2712676968,1560.8499,2712676968
12,51,10000000,360.7688,2712676968,932.6223,2712676968,1561.0038,2712676968
12,52,10000000,361.8112,2712676968,932.312,2712676968,1570.5154,2712676968
12,53,10000000,360.0249,2712676968,942.566,2712676968,1565.9234,2712676968
12,54,10000000,366.0444,2712676968,928.5695,2712676968,1566.4369,2712676968
12,55,10000000,368.4939,2712676968,945.4216,2712676968,1562.9453,2712676968
12,56,10000000,362.6325,2712676968,930.677,2712676968,1560.5439,2712676968
12,57,10000000,364.3467,2712676968,936.8017,2712676968,1560.9481,2712676968
12,58,10000000,361.4038,2712676968,928.6168,2712676968,1560.3149,2712676968
12,59,10000000,361.1135,2712676968,937.4408,2712676968,1567.0395,2712676968
12,60,10000000,372.8597,2712676968,932.8172,2712676968,1563.0193,2712676968
12,61,10000000,368.3718,2712676968,947.8461,2712676968,1574.8163,2712676968
12,62,10000000,367.4128,2712676968,947.2268,2712676968,1572.6582,2712676968
12,63,10000000,377.8035,2712676968,949.9291,2712676968,1569.1747,2712676968
12,64,10000000,371.1089,2712676968,941.018,2712676968,1576.3312,2712676968
12,65,10000000,363.5758,2712676968,941.1389,2712676968,1567.356,2712676968
12,66,10000000,364.8714,2712676968,940.9125,2712676968,1570.4754,2712676968
12,67,10000000,368.8344,2712676968,949.4352,2712676968,1571.6876,2712676968
12,68,10000000,372.5547,2712676968,952.3881,2712676968,1576.5932,2712676968
12,69,10000000,369.8761,2712676968,950.5491,2712676968,1570.0274,2712676968
12,70,10000000,362.623,2712676968,944.6014,2712676968,1568.035,2712676968
12,71,10000000,365.4408,2712676968,943.1152,2712676968,1564.1812,2712676968
12,72,10000000,362.3401,2712676968,933.4835,2712676968,1568.6791,2712676968
12,73,10000000,369.4696,2712676968,946.3162,2712676968,1559.6769,2712676968
12,74,10000000,368.8373,2712676968,940.067,2712676968,1571.5262,2712676968
12,75,10000000,366.3867,2712676968,937.1429,2712676968,1572.8564,2712676968
12,76,10000000,360.8698,2712676968,936.6478,2712676968,1564.0251,2712676968
12,77,10000000,370.2907,2712676968,947.3455,2712676968,1570.1785,2712676968
12,78,10000000,371.075,2712676968,937.7523,2712676968,1563.0748,2712676968
12,79,10000000,370.104,2712676968,948.2768,2712676968,1579.2166,2712676968
12,80,10000000,367.0481,2712676968,940.489,2712676968,1588.955,2712676968
12,81,10000000,363.8279,2712676968,944.9066,2712676968,1581.2315,2712676968
12,82,10000000,365.716,2712676968,944.4737,2712676968,1568.8717,2712676968
12,83,10000000,366.1663,2712676968,949.915,2712676968,1568.2916,2712676968
12,84,10000000,360.7267,2712676968,945.0925,2712676968,1577.7097,2712676968
12,85,10000000,384.8289,2712676968,947.0051,2712676968,1573.2917,2712676968
12,86,10000000,376.1204,2712676968,946.145,2712676968,1576.4569,2712676968
12,87,10000000,373.2047,2712676968,933.8486,2712676968,1573.4563,2712676968
12,88,10000000,371.3314,2712676968,934.303,2712676968,1580.7367,2712676968
12,89,10000000,364.8528,2712676968,941.1962,2712676968,1578.0135,2712676968
12,90,10000000,374.0987,2712676968,946.2589,2712676968,1571.8221,2712676968
12,91,10000000,354.8375,2712676968,952.547,2712676968,1576.3287,2712676968
12,92,10000000,364.6974,2712676968,938.5649,2712676968,1575.681,2712676968
12,93,10000000,369.7698,2712676968,932.7786,2712676968,1579.4821,2712676968
12,94,10000000,366.9091,2712676968,937.6822,2712676968,1569.8257,2712676968
12,95,10000000,364.2748,2712676968,937.841,2712676968,1572.8327,2712676968
12,96,10000000,379.2763,2712676968,941.4147,2712676968,1563.6284,2712676968
12,97,10000000,358.935,2712676968,937.734,2712676968,1563.0049,2712676968
12,98,10000000,363.2253,2712676968,931.4199,2712676968,1565.9774,2712676968
12,99,10000000,380.8229,2712676968,938.7178,2712676968,1579.7509,2712676968
13,0,10000000,300.6227,1356339700,844.4156,1356339700,1588.1963,1356339700
13,1,10000000,315.607,1356339700,833.4575,1356339700,1583.3025,1356339700
13,2,10000000,308.2108,1356339700,833.8345,1356339700,1583.3799,1356339700
13,3,10000000,316.139,1356339700,837.4788,1356339700,1585.9957,1356339700
13,4,10000000,314.9671,1356339700,850.6322,1356339700,1576.6419,1356339700
13,5,10000000,306.7214,1356339700,844.28,1356339700,1587.3567,1356339700
13,6,10000000,303.3606,1356339700,830.2127,1356339700,1594.7698,1356339700
13,7,10000000,304.7922,1356339700,843.7005,1356339700,1588.1367,1356339700
13,8,10000000,311.1315,1356339700,834.6933,1356339700,1594.468,1356339700
13,9,10000000,310.1571,1356339700,828.9252,1356339700,1601.395,1356339700
13,10,10000000,312.5964,1356339700,830.3841,1356339700,1595.4242,1356339700
13,11,10000000,307.4765,1356339700,823.753,1356339700,1592.6101,1356339700
13,12,10000000,302.6999,1356339700,826.725,1356339700,1588.0815,1356339700
13,13,10000000,297.0873,1356339700,832.8146,1356339700,1585.5747,1356339700
13,14,10000000,300.2258,1356339700,832.9849,1356339700,1585.7403,1356339700
13,15,10000000,307.9642,1356339700,835.2369,1356339700,1588.5322,1356339700
13,16,10000000,306.3975,1356339700,835.1998,1356339700,1591.9264,1356339700
13,17,10000000,305.3986,1356339700,832.6336,1356339700,1590.4158,1356339700
13,18,10000000,304.042,1356339700,832.9754,1356339700,1592.2685,1356339700
13,19,10000000,303.8718,1356339700,831.2917,1356339700,1590.889,1356339700
13,20,10000000,299.9296,1356339700,843.1725,1356339700,1586.3654,1356339700
13,21,10000000,302.871,1356339700,826.7529,1356339700,1584.5289,1356339700
13,22,10000000,301.6599,1356339700,826.839,1356339700,1581.0651,1356339700
13,23,10000000,308.5627,1356339700,827.7007,1356339700,1583.8829,1356339700
13,24,10000000,313.4718,1356339700,830.0078,1356339700,1612.6113,1356339700
13,25,10000000,310.3592,1356339700,821.8815,1356339700,1594.3384,1356339700
13,26,10000000,307.7144,1356339700,836.2647,1356339700,1583.5912,1356339700
13,27,10000000,306.1482,1356339700,828.9481,1356339700,1592.2401,1356339700
13,28,10000000,307.9507,1356339700,836.0376,1356339700,1580.4086,1356339700
13,29,10000000,309.0446,1356339700,827.2032,1356339700,1588.5722,1356339700
13,30,10000000,298.147,1356339700,842.0293,1356339700,1582.4427,1356339700
13,31,10000000,303.4023,1356339700,832.5002,1356339700,1582.2121,1356339700
13,32,10000000,310.6016,1356339700,829.7081,1356339700,1588.3726,1356339700
13,33,10000000,312.9351,1356339700,825.4246,1356339700,1592.9203,1356339700
13,34,10000000,301.183,1356339700,830.2631,1356339700,1584.1927,1356339700
13,35,10000000,298.8012,1356339700,838.3774,1356339700,1590.7255,1356339700
13,36,10000000,308.9545,1356339700,830.834,1356339700,1607.3306,1356339700
13,37,10000000,299.287,1356339700,844.6648,1356339700,1588.9512,1356339700
13,38,10000000,314.0404,1356339700,847.503,1356339700,1596.1905,1356339700
13,39,10000000,306.5461,1356339700,826.0803,1356339700,1582.6622,1356339700
13,40,10000000,309.1254,1356339700,833.1047,1356339700,1588.0473,1356339700
13,41,10000000,311.4321,1356339700,823.9585,1356339700,1586.9976,1356339700
13,42,10000000,308.6214,1356339700,832.0922,1356339700,1586.3786,1356339700
13,43,10000000,317.0205,1356339700,845.6995,1356339700,1587.7493,1356339700
13,44,10000000,303.7178,1356339700,832.0615,1356339700,1580.9057,1356339700
13,45,10000000,303.1484,1356339700,850.6141,1356339700,1603.1666,1356339700
13,46,10000000,307.7789,1356339700,832.9508,1356339700,1600.5938,1356339700
13,47,10000000,317.5924,1356339700,839.73,1356339700,1584.2392,1356339700
13,48,10000000,307.855,1356339700,826.7069,1356339700,1587.1718,1356339700
13,49,10000000,307.1107,1356339700,829.2775,1356339700,1595.9127,1356339700
13,50,10000000,320.83,1356339700,831.755,1356339700,1583.0086,1356339700
13,51,10000000,306.0208,1356339700,842.4066,1356339700,1587.8855,1356339700
13,52,10000000,310.6607,1356339700,835.9268,1356339700,1597.1311,1356339700
13,53,10000000,306.3797,1356339700,834.1146,1356339700,1586.2934,1356339700
13,54,10000000,306.6845,1356339700,836.1736,1356339700,1576.6245,1356339700
13,55,10000000,307.9994,1356339700,833.3543,1356339700,1581.9461,1356339700
13,56,10000000,305.41,1356339700,835.3044,1356339700,1593.1417,1356339700
13,57,10000000,303.0224,1356339700,836.8534,1356339700,1586.7917,1356339700
13,58,10000000,300.6579,1356339700,830.1072,1356339700,1582.1278,1356339700
13,59,10000000,298.4057,1356339700,838.7346,1356339700,1586.0782,1356339700
13,60,10000000,317.4102,1356339700,840.4625,1356339700,1592.8433,1356339700
13,61,10000000,302.7632,1356339700,841.0343,1356339700,1579.6097,1356339700
13,62,10000000,301.5042,1356339700,833.3779,1356339700,1586.859,1356339700
13,63,10000000,303.7963,1356339700,826.3862,1356339700,1592.8053,1356339700
13,64,10000000,315.9199,1356339700,835.6943,1356339700,1594.5789,1356339700
13,65,10000000,308.4683,1356339700,840.2823,1356339700,1581.8002,1356339700
13,66,10000000,314.341,1356339700,835.0175,1356339700,1585.0805,1356339700
13,67,10000000,309.1287,1356339700,826.3983,1356339700,1586.831,1356339700
13,68,10000000,305.2505,1356339700,837.3243,1356339700,1595.7757,1356339700
13,69,10000000,308.5267,1356339700,834.2602,1356339700,1586.0541,1356339700
13,70,10000000,305.5605,1356339700,829.5387,1356339700,1602.2666,1356339700
